high_by_point_n,low_by_point_n,high_by_point_n_on_trend,low_by_point_n_on_trend,high_by_point_m,low_by_point_m,high_by_point_m_on_trend,low_by_point_m_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
10,10,7,5,10,10,7,5,3.88,211.51,6.22,34
10,10,7,6,10,10,7,6,6.63,240.13,8.58,28
10,10,7,7,10,10,7,7,6.95,259.81,8.38,31
10,10,7,8,10,10,7,8,6.95,259.81,8.38,31
10,10,7,9,10,10,7,9,6.95,259.81,8.38,31
10,10,7,10,10,10,7,10,11.62,248.4,11.83,21
10,10,8,4,10,10,8,4,3.57,203.88,5.83,35
10,10,8,5,10,10,8,5,3.48,193.47,5.69,34
10,10,8,6,10,10,8,6,5.69,222.09,7.93,28
10,10,8,7,10,10,8,7,6.0,241.77,7.8,31
10,10,8,8,10,10,8,8,6.0,241.77,7.8,31
10,10,8,9,10,10,8,9,6.0,241.77,7.8,31
10,10,8,10,10,10,8,10,9.21,230.36,10.97,21
10,10,9,4,10,10,9,4,3.8,208.56,6.13,34
10,10,9,5,10,10,9,5,3.7,198.16,6.0,33
10,10,9,6,10,10,9,6,5.63,197.54,7.6,26
10,10,9,7,10,10,9,7,5.97,217.22,7.49,29
10,10,9,8,10,10,9,8,5.97,217.22,7.49,29
10,10,9,9,10,10,9,9,5.97,217.22,7.49,29
10,10,9,10,10,10,9,10,9.8,205.81,10.83,19
10,10,10,4,10,10,10,4,3.99,212.07,6.43,33
10,10,10,5,10,10,10,5,3.88,201.67,6.3,32
10,10,10,6,10,10,10,6,6.14,201.05,8.04,25
10,10,10,7,10,10,10,7,6.5,220.73,7.88,28
10,10,10,8,10,10,10,8,6.5,220.73,7.88,28
10,10,10,9,10,10,10,9,6.5,220.73,7.88,28
10,10,10,10,10,10,10,10,11.53,209.33,11.63,18
